"Libellé";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes"
"2002-10";"98.36";"A";"98.37";"A";"98.37";"A";"98.37";"A";"98.37";"A";"98.37";"A";"98.37";"A";"98.36";"A";"98.36";"A";"98.37";"A";"98.37";"A";"98.37";"A";"98.36";"A";"98.36";"A";"98.26";"A";"98.25";"A";"98.26";"A";"98.25";"A";"98.25";"A";"98.26";"A";"98.25";"A";"98.25";"A";"98.25";"A";"98.24";"A";"98.24";"A";"98.26";"A"
"2002-11";"98.78";"A";"98.78";"A";"98.79";"A";"98.79";"A";"98.79";"A";"98.79";"A";"98.78";"A";"98.78";"A";"98.77";"A";"98.78";"A";"98.78";"A";"98.78";"A";"98.78";"A";"98.78";"A";"98.67";"A";"98.66";"A";"98.67";"A";"98.66";"A";"98.66";"A";"98.67";"A";"98.66";"A";"98.66";"A";"98.66";"A";"98.65";"A";"98.65";"A";"98.67";"A"
"2002-12";"98.23";"A";"98.23";"A";"98.24";"A";"98.23";"A";"98.23";"A";"98.23";"A";"98.23";"A";"98.22";"A";"98.22";"A";"98.23";"A";"98.23";"A";"98.23";"A";"98.23";"A";"98.23";"A";"98.12";"A";"98.12";"A";"98.12";"A";"98.12";"A";"98.11";"A";"98.12";"A";"98.11";"A";"98.11";"A";"98.11";"A";"98.1";"A";"98.1";"A";"98.12";"A"
"2003-01";"97.78";"A";"97.78";"A";"97.79";"A";"97.79";"A";"97.79";"A";"97.79";"A";"97.78";"A";"97.78";"A";"97.77";"A";"97.78";"A";"97.78";"A";"97.78";"A";"97.78";"A";"97.78";"A";"97.67";"A";"97.67";"A";"97.67";"A";"97.67";"A";"97.67";"A";"97.67";"A";"97.66";"A";"97.67";"A";"97.66";"A";"97.65";"A";"97.65";"A";"97.67";"A"
"2003-02";"97.37";"A";"97.37";"A";"97.38";"A";"97.38";"A";"97.38";"A";"97.38";"A";"97.37";"A";"97.37";"A";"97.36";"A";"97.37";"A";"97.37";"A";"97.37";"A";"97.37";"A";"97.37";"A";"97.27";"A";"97.26";"A";"97.26";"A";"97.26";"A";"97.26";"A";"97.27";"A";"97.26";"A";"97.26";"A";"97.25";"A";"97.25";"A";"97.25";"A";"97.27";"A"
"2003-03";"97.9";"A";"97.9";"A";"97.91";"A";"97.91";"A";"97.91";"A";"97.91";"A";"97.9";"A";"97.9";"A";"97.89";"A";"97.9";"A";"97.9";"A";"97.9";"A";"97.9";"A";"97.9";"A";"97.79";"A";"97.78";"A";"97.79";"A";"97.78";"A";"97.78";"A";"97.79";"A";"97.78";"A";"97.78";"A";"97.77";"A";"97.77";"A";"97.77";"A";"97.79";"A"
"2003-04";"98.82";"A";"98.82";"A";"98.82";"A";"98.82";"A";"98.82";"A";"98.82";"A";"98.82";"A";"98.81";"A";"98.81";"A";"98.82";"A";"98.82";"A";"98.82";"A";"98.82";"A";"98.81";"A";"98.7";"A";"98.7";"A";"98.7";"A";"98.7";"A";"98.7";"A";"98.71";"A";"98.69";"A";"98.7";"A";"98.69";"A";"98.68";"A";"98.69";"A";"98.7";"A"
"2003-05";"97.27";"A";"97.28";"A";"97.28";"A";"97.28";"A";"97.28";"A";"97.28";"A";"97.28";"A";"97.27";"A";"97.27";"A";"97.27";"A";"97.27";"A";"97.27";"A";"97.27";"A";"97.27";"A";"97.17";"A";"97.17";"A";"97.17";"A";"97.17";"A";"97.17";"A";"97.18";"A";"97.17";"A";"97.17";"A";"97.16";"A";"97.16";"A";"97.16";"A";"97.17";"A"
"2003-06";"98.0";"A";"98.0";"A";"98.01";"A";"98.01";"A";"98.01";"A";"98.01";"A";"98.0";"A";"98.0";"A";"98.0";"A";"98.0";"A";"98.0";"A";"98.0";"A";"98.0";"A";"98.0";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.9";"A";"97.88";"A";"97.89";"A";"97.88";"A";"97.87";"A";"97.88";"A";"97.89";"A"
"2003-07";"97.59";"A";"97.59";"A";"97.6";"A";"97.6";"A";"97.6";"A";"97.6";"A";"97.59";"A";"97.59";"A";"97.58";"A";"97.59";"A";"97.59";"A";"97.59";"A";"97.59";"A";"97.59";"A";"97.46";"A";"97.46";"A";"97.46";"A";"97.46";"A";"97.46";"A";"97.47";"A";"97.46";"A";"97.46";"A";"97.45";"A";"97.45";"A";"97.45";"A";"97.46";"A"
"2003-08";"94.7";"A";"94.7";"A";"94.71";"A";"94.7";"A";"94.7";"A";"94.7";"A";"94.7";"A";"94.69";"A";"94.69";"A";"94.7";"A";"94.7";"A";"94.7";"A";"94.7";"A";"94.7";"A";"94.58";"A";"94.58";"A";"94.58";"A";"94.58";"A";"94.58";"A";"94.58";"A";"94.57";"A";"94.58";"A";"94.57";"A";"94.56";"A";"94.57";"A";"94.58";"A"
"2003-09";"98.12";"A";"98.12";"A";"98.13";"A";"98.12";"A";"98.12";"A";"98.12";"A";"98.12";"A";"98.11";"A";"98.11";"A";"98.12";"A";"98.12";"A";"98.12";"A";"98.12";"A";"98.12";"A";"98.01";"A";"98.0";"A";"98.01";"A";"98.0";"A";"98.0";"A";"98.01";"A";"98.0";"A";"98.0";"A";"97.99";"A";"97.99";"A";"97.99";"A";"98.01";"A"
"2003-10";"96.8";"A";"96.81";"A";"96.81";"A";"96.81";"A";"96.81";"A";"96.81";"A";"96.81";"A";"96.8";"A";"96.8";"A";"96.8";"A";"96.8";"A";"96.81";"A";"96.8";"A";"96.8";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.7";"A";"96.71";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.69";"A";"96.69";"A";"96.71";"A"
"2003-11";"96.38";"A";"96.38";"A";"96.39";"A";"96.39";"A";"96.39";"A";"96.39";"A";"96.38";"A";"96.38";"A";"96.38";"A";"96.38";"A";"96.38";"A";"96.38";"A";"96.38";"A";"96.38";"A";"96.27";"A";"96.26";"A";"96.26";"A";"96.26";"A";"96.26";"A";"96.27";"A";"96.26";"A";"96.26";"A";"96.25";"A";"96.25";"A";"96.25";"A";"96.27";"A"
"2003-12";"97.95";"A";"97.95";"A";"97.96";"A";"97.96";"A";"97.96";"A";"97.96";"A";"97.95";"A";"97.95";"A";"97.94";"A";"97.95";"A";"97.95";"A";"97.95";"A";"97.95";"A";"97.95";"A";"97.84";"A";"97.84";"A";"97.84";"A";"97.84";"A";"97.84";"A";"97.84";"A";"97.83";"A";"97.84";"A";"97.83";"A";"97.82";"A";"97.82";"A";"97.84";"A"
"2004-01";"98.42";"A";"98.42";"A";"98.43";"A";"98.43";"A";"98.43";"A";"98.43";"A";"98.42";"A";"98.42";"A";"98.41";"A";"98.42";"A";"98.42";"A";"98.42";"A";"98.42";"A";"98.42";"A";"98.31";"A";"98.31";"A";"98.31";"A";"98.31";"A";"98.31";"A";"98.32";"A";"98.31";"A";"98.31";"A";"98.3";"A";"98.3";"A";"98.3";"A";"98.31";"A"
"2004-02";"97.13";"A";"97.14";"A";"97.14";"A";"97.14";"A";"97.14";"A";"97.14";"A";"97.14";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.03";"A";"97.02";"A";"97.03";"A";"97.02";"A";"97.02";"A";"97.03";"A";"97.02";"A";"97.02";"A";"97.01";"A";"97.01";"A";"97.01";"A";"97.03";"A"
"2004-03";"97.44";"A";"97.44";"A";"97.45";"A";"97.44";"A";"97.44";"A";"97.44";"A";"97.44";"A";"97.44";"A";"97.43";"A";"97.44";"A";"97.44";"A";"97.44";"A";"97.44";"A";"97.44";"A";"97.33";"A";"97.33";"A";"97.33";"A";"97.32";"A";"97.32";"A";"97.33";"A";"97.32";"A";"97.32";"A";"97.32";"A";"97.31";"A";"97.31";"A";"97.33";"A"
"2004-04";"96.33";"A";"96.33";"A";"96.34";"A";"96.34";"A";"96.34";"A";"96.34";"A";"96.33";"A";"96.33";"A";"96.32";"A";"96.33";"A";"96.33";"A";"96.33";"A";"96.33";"A";"96.33";"A";"96.22";"A";"96.22";"A";"96.22";"A";"96.22";"A";"96.21";"A";"96.22";"A";"96.21";"A";"96.21";"A";"96.21";"A";"96.2";"A";"96.2";"A";"96.22";"A"
"2004-05";"95.1";"A";"95.1";"A";"95.11";"A";"95.11";"A";"95.11";"A";"95.11";"A";"95.1";"A";"95.1";"A";"95.1";"A";"95.1";"A";"95.1";"A";"95.1";"A";"95.1";"A";"95.1";"A";"94.99";"A";"94.98";"A";"94.99";"A";"94.98";"A";"94.98";"A";"94.99";"A";"94.98";"A";"94.98";"A";"94.98";"A";"94.97";"A";"94.97";"A";"94.99";"A"
"2004-06";"97.25";"A";"97.25";"A";"97.26";"A";"97.25";"A";"97.25";"A";"97.25";"A";"97.25";"A";"97.24";"A";"97.24";"A";"97.25";"A";"97.25";"A";"97.25";"A";"97.25";"A";"97.25";"A";"97.14";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.14";"A";"97.13";"A";"97.13";"A";"97.12";"A";"97.12";"A";"97.12";"A";"97.13";"A"
"2004-07";"98.26";"A";"98.26";"A";"98.27";"A";"98.26";"A";"98.26";"A";"98.26";"A";"98.26";"A";"98.25";"A";"98.25";"A";"98.25";"A";"98.26";"A";"98.26";"A";"98.26";"A";"98.25";"A";"98.15";"A";"98.14";"A";"98.15";"A";"98.14";"A";"98.14";"A";"98.15";"A";"98.14";"A";"98.14";"A";"98.13";"A";"98.13";"A";"98.13";"A";"98.15";"A"
"2004-08";"95.64";"A";"95.64";"A";"95.65";"A";"95.64";"A";"95.65";"A";"95.65";"A";"95.64";"A";"95.64";"A";"95.63";"A";"95.64";"A";"95.64";"A";"95.64";"A";"95.64";"A";"95.64";"A";"95.53";"A";"95.52";"A";"95.53";"A";"95.52";"A";"95.52";"A";"95.53";"A";"95.52";"A";"95.52";"A";"95.51";"A";"95.51";"A";"95.51";"A";"95.53";"A"
"2004-09";"96.87";"A";"96.87";"A";"96.87";"A";"96.87";"A";"96.87";"A";"96.87";"A";"96.87";"A";"96.86";"A";"96.86";"A";"96.86";"A";"96.86";"A";"96.87";"A";"96.86";"A";"96.86";"A";"96.75";"A";"96.75";"A";"96.75";"A";"96.75";"A";"96.75";"A";"96.75";"A";"96.74";"A";"96.75";"A";"96.74";"A";"96.73";"A";"96.73";"A";"96.75";"A"
"2004-10";"96.61";"A";"96.61";"A";"96.62";"A";"96.62";"A";"96.62";"A";"96.62";"A";"96.61";"A";"96.61";"A";"96.6";"A";"96.61";"A";"96.61";"A";"96.61";"A";"96.61";"A";"96.61";"A";"96.5";"A";"96.49";"A";"96.49";"A";"96.49";"A";"96.49";"A";"96.5";"A";"96.49";"A";"96.49";"A";"96.48";"A";"96.48";"A";"96.48";"A";"96.49";"A"
"2004-11";"97.45";"A";"97.45";"A";"97.46";"A";"97.45";"A";"97.45";"A";"97.45";"A";"97.45";"A";"97.44";"A";"97.44";"A";"97.45";"A";"97.45";"A";"97.45";"A";"97.45";"A";"97.44";"A";"97.34";"A";"97.33";"A";"97.33";"A";"97.33";"A";"97.33";"A";"97.34";"A";"97.33";"A";"97.33";"A";"97.32";"A";"97.32";"A";"97.32";"A";"97.34";"A"
"2004-12";"95.44";"A";"95.44";"A";"95.45";"A";"95.44";"A";"95.44";"A";"95.44";"A";"95.44";"A";"95.43";"A";"95.43";"A";"95.43";"A";"95.44";"A";"95.44";"A";"95.44";"A";"95.43";"A";"95.32";"A";"95.32";"A";"95.32";"A";"95.32";"A";"95.32";"A";"95.32";"A";"95.31";"A";"95.32";"A";"95.31";"A";"95.31";"A";"95.3";"A";"95.32";"A"
"2005-01";"96.17";"A";"96.17";"A";"96.17";"A";"96.17";"A";"96.17";"A";"96.17";"A";"96.17";"A";"96.16";"A";"96.16";"A";"96.16";"A";"96.16";"A";"96.17";"A";"96.16";"A";"96.16";"A";"96.06";"A";"96.05";"A";"96.05";"A";"96.05";"A";"96.05";"A";"96.06";"A";"96.05";"A";"96.05";"A";"96.04";"A";"96.04";"A";"96.04";"A";"96.05";"A"
"2005-02";"95.37";"A";"95.37";"A";"95.38";"A";"95.38";"A";"95.38";"A";"95.38";"A";"95.37";"A";"95.37";"A";"95.37";"A";"95.37";"A";"95.37";"A";"95.37";"A";"95.37";"A";"95.37";"A";"95.26";"A";"95.25";"A";"95.25";"A";"95.25";"A";"95.25";"A";"95.26";"A";"95.25";"A";"95.25";"A";"95.24";"A";"95.24";"A";"95.24";"A";"95.25";"A"
"2005-03";"95.0";"A";"95.0";"A";"95.01";"A";"95.0";"A";"95.0";"A";"95.0";"A";"95.0";"A";"94.99";"A";"94.99";"A";"94.99";"A";"94.99";"A";"95.0";"A";"95.0";"A";"94.99";"A";"94.89";"A";"94.88";"A";"94.89";"A";"94.88";"A";"94.88";"A";"94.89";"A";"94.88";"A";"94.88";"A";"94.88";"A";"94.87";"A";"94.87";"A";"94.89";"A"
"2005-04";"94.98";"A";"94.99";"A";"94.99";"A";"94.99";"A";"94.99";"A";"94.99";"A";"94.99";"A";"94.98";"A";"94.98";"A";"94.98";"A";"94.98";"A";"94.98";"A";"94.98";"A";"94.98";"A";"94.87";"A";"94.87";"A";"94.87";"A";"94.86";"A";"94.86";"A";"94.87";"A";"94.86";"A";"94.86";"A";"94.86";"A";"94.85";"A";"94.85";"A";"94.87";"A"
"2005-05";"95.21";"A";"95.21";"A";"95.22";"A";"95.21";"A";"95.21";"A";"95.21";"A";"95.21";"A";"95.21";"A";"95.2";"A";"95.21";"A";"95.21";"A";"95.21";"A";"95.21";"A";"95.21";"A";"95.09";"A";"95.09";"A";"95.09";"A";"95.09";"A";"95.08";"A";"95.09";"A";"95.08";"A";"95.08";"A";"95.08";"A";"95.07";"A";"95.07";"A";"95.09";"A"
"2005-06";"95.03";"A";"95.03";"A";"95.04";"A";"95.03";"A";"95.03";"A";"95.04";"A";"95.03";"A";"95.03";"A";"95.02";"A";"95.03";"A";"95.03";"A";"95.03";"A";"95.03";"A";"95.03";"A";"94.92";"A";"94.91";"A";"94.91";"A";"94.91";"A";"94.91";"A";"94.92";"A";"94.91";"A";"94.91";"A";"94.9";"A";"94.9";"A";"94.9";"A";"94.91";"A"
"2005-07";"94.34";"A";"94.34";"A";"94.35";"A";"94.34";"A";"94.34";"A";"94.35";"A";"94.34";"A";"94.34";"A";"94.33";"A";"94.34";"A";"94.34";"A";"94.34";"A";"94.34";"A";"94.34";"A";"94.22";"A";"94.22";"A";"94.22";"A";"94.22";"A";"94.22";"A";"94.22";"A";"94.21";"A";"94.22";"A";"94.21";"A";"94.2";"A";"94.2";"A";"94.22";"A"
"2005-08";"96.56";"A";"96.57";"A";"96.57";"A";"96.57";"A";"96.57";"A";"96.57";"A";"96.57";"A";"96.56";"A";"96.56";"A";"96.56";"A";"96.56";"A";"96.56";"A";"96.56";"A";"96.56";"A";"96.45";"A";"96.44";"A";"96.45";"A";"96.44";"A";"96.44";"A";"96.45";"A";"96.44";"A";"96.44";"A";"96.43";"A";"96.43";"A";"96.43";"A";"96.45";"A"
"2005-09";"96.39";"A";"96.39";"A";"96.4";"A";"96.39";"A";"96.39";"A";"96.39";"A";"96.39";"A";"96.38";"A";"96.38";"A";"96.38";"A";"96.38";"A";"96.39";"A";"96.39";"A";"96.38";"A";"96.27";"A";"96.26";"A";"96.26";"A";"96.26";"A";"96.26";"A";"96.27";"A";"96.26";"A";"96.26";"A";"96.25";"A";"96.25";"A";"96.25";"A";"96.26";"A"
"2005-10";"96.17";"A";"96.18";"A";"96.18";"A";"96.18";"A";"96.18";"A";"96.18";"A";"96.18";"A";"96.17";"A";"96.17";"A";"96.17";"A";"96.17";"A";"96.17";"A";"96.17";"A";"96.17";"A";"96.05";"A";"96.05";"A";"96.05";"A";"96.04";"A";"96.04";"A";"96.05";"A";"96.04";"A";"96.04";"A";"96.04";"A";"96.03";"A";"96.03";"A";"96.05";"A"
"2005-11";"97.18";"A";"97.19";"A";"97.19";"A";"97.19";"A";"97.19";"A";"97.19";"A";"97.19";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.05";"A";"97.06";"A";"97.05";"A";"97.05";"A";"97.05";"A";"97.04";"A";"97.04";"A";"97.06";"A"
"2005-12";"95.86";"A";"95.86";"A";"95.86";"A";"95.86";"A";"95.86";"A";"95.86";"A";"95.86";"A";"95.85";"A";"95.85";"A";"95.85";"A";"95.85";"A";"95.86";"A";"95.85";"A";"95.85";"A";"95.73";"A";"95.73";"A";"95.73";"A";"95.73";"A";"95.73";"A";"95.73";"A";"95.73";"A";"95.73";"A";"95.72";"A";"95.72";"A";"95.72";"A";"95.73";"A"
"2006-01";"94.24";"A";"94.24";"A";"94.25";"A";"94.25";"A";"94.25";"A";"94.25";"A";"94.24";"A";"94.24";"A";"94.24";"A";"94.24";"A";"94.24";"A";"94.24";"A";"94.24";"A";"94.24";"A";"94.12";"A";"94.11";"A";"94.12";"A";"94.11";"A";"94.11";"A";"94.12";"A";"94.11";"A";"94.11";"A";"94.1";"A";"94.1";"A";"94.1";"A";"94.12";"A"
"2006-02";"94.58";"A";"94.58";"A";"94.59";"A";"94.58";"A";"94.58";"A";"94.58";"A";"94.58";"A";"94.58";"A";"94.57";"A";"94.58";"A";"94.58";"A";"94.58";"A";"94.58";"A";"94.57";"A";"94.46";"A";"94.46";"A";"94.46";"A";"94.45";"A";"94.45";"A";"94.46";"A";"94.45";"A";"94.45";"A";"94.45";"A";"94.44";"A";"94.44";"A";"94.46";"A"
"2006-03";"96.18";"A";"96.19";"A";"96.19";"A";"96.19";"A";"96.19";"A";"96.19";"A";"96.19";"A";"96.18";"A";"96.18";"A";"96.18";"A";"96.18";"A";"96.18";"A";"96.18";"A";"96.18";"A";"96.06";"A";"96.06";"A";"96.06";"A";"96.05";"A";"96.05";"A";"96.06";"A";"96.05";"A";"96.05";"A";"96.05";"A";"96.04";"A";"96.04";"A";"96.06";"A"
"2006-04";"95.87";"A";"95.87";"A";"95.88";"A";"95.88";"A";"95.88";"A";"95.88";"A";"95.88";"A";"95.87";"A";"95.87";"A";"95.87";"A";"95.87";"A";"95.87";"A";"95.87";"A";"95.87";"A";"95.74";"A";"95.74";"A";"95.74";"A";"95.74";"A";"95.74";"A";"95.74";"A";"95.74";"A";"95.74";"A";"95.73";"A";"95.73";"A";"95.73";"A";"95.74";"A"
"2006-05";"96.59";"A";"96.59";"A";"96.6";"A";"96.6";"A";"96.6";"A";"96.6";"A";"96.59";"A";"96.59";"A";"96.58";"A";"96.59";"A";"96.59";"A";"96.59";"A";"96.59";"A";"96.59";"A";"96.46";"A";"96.46";"A";"96.46";"A";"96.46";"A";"96.45";"A";"96.46";"A";"96.45";"A";"96.45";"A";"96.45";"A";"96.44";"A";"96.44";"A";"96.46";"A"
"2006-06";"94.72";"A";"94.72";"A";"94.73";"A";"94.72";"A";"94.72";"A";"94.72";"A";"94.72";"A";"94.72";"A";"94.71";"A";"94.71";"A";"94.72";"A";"94.72";"A";"94.72";"A";"94.71";"A";"94.59";"A";"94.59";"A";"94.59";"A";"94.59";"A";"94.59";"A";"94.59";"A";"94.58";"A";"94.59";"A";"94.58";"A";"94.57";"A";"94.57";"A";"94.59";"A"
"2006-07";"97.08";"A";"97.08";"A";"97.09";"A";"97.08";"A";"97.08";"A";"97.08";"A";"97.08";"A";"97.07";"A";"97.07";"A";"97.08";"A";"97.08";"A";"97.08";"A";"97.08";"A";"97.07";"A";"96.94";"A";"96.94";"A";"96.94";"A";"96.94";"A";"96.94";"A";"96.94";"A";"96.93";"A";"96.94";"A";"96.93";"A";"96.92";"A";"96.92";"A";"96.94";"A"
"2006-08";"96.72";"A";"96.72";"A";"96.73";"A";"96.73";"A";"96.73";"A";"96.73";"A";"96.73";"A";"96.72";"A";"96.72";"A";"96.72";"A";"96.72";"A";"96.72";"A";"96.72";"A";"96.72";"A";"96.6";"A";"96.6";"A";"96.6";"A";"96.59";"A";"96.59";"A";"96.6";"A";"96.59";"A";"96.59";"A";"96.59";"A";"96.58";"A";"96.58";"A";"96.6";"A"
"2006-09";"95.87";"A";"95.87";"A";"95.88";"A";"95.88";"A";"95.88";"A";"95.88";"A";"95.87";"A";"95.87";"A";"95.86";"A";"95.87";"A";"95.87";"A";"95.87";"A";"95.87";"A";"95.87";"A";"95.75";"A";"95.75";"A";"95.75";"A";"95.75";"A";"95.75";"A";"95.75";"A";"95.74";"A";"95.75";"A";"95.74";"A";"95.73";"A";"95.73";"A";"95.75";"A"
"2006-10";"96.84";"A";"96.84";"A";"96.85";"A";"96.85";"A";"96.85";"A";"96.85";"A";"96.84";"A";"96.84";"A";"96.83";"A";"96.84";"A";"96.84";"A";"96.84";"A";"96.84";"A";"96.84";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.7";"A";"96.7";"A";"96.71";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.69";"A";"96.69";"A";"96.71";"A"
"2006-11";"96.42";"A";"96.42";"A";"96.43";"A";"96.42";"A";"96.42";"A";"96.42";"A";"96.42";"A";"96.41";"A";"96.41";"A";"96.42";"A";"96.42";"A";"96.42";"A";"96.42";"A";"96.41";"A";"96.29";"A";"96.28";"A";"96.29";"A";"96.28";"A";"96.28";"A";"96.29";"A";"96.28";"A";"96.28";"A";"96.27";"A";"96.27";"A";"96.27";"A";"96.29";"A"
"2006-12";"97.28";"A";"97.28";"A";"97.29";"A";"97.28";"A";"97.28";"A";"97.28";"A";"97.28";"A";"97.28";"A";"97.27";"A";"97.28";"A";"97.28";"A";"97.28";"A";"97.28";"A";"97.28";"A";"97.15";"A";"97.14";"A";"97.15";"A";"97.14";"A";"97.14";"A";"97.15";"A";"97.14";"A";"97.14";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.15";"A"
"2007-01";"97.05";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.05";"A";"97.05";"A";"97.05";"A";"97.05";"A";"97.05";"A";"97.05";"A";"97.05";"A";"96.92";"A";"96.92";"A";"96.92";"A";"96.92";"A";"96.92";"A";"96.92";"A";"96.91";"A";"96.92";"A";"96.91";"A";"96.91";"A";"96.9";"A";"96.92";"A"
"2007-02";"96.97";"A";"96.97";"A";"96.98";"A";"96.98";"A";"96.98";"A";"96.98";"A";"96.97";"A";"96.97";"A";"96.97";"A";"96.97";"A";"96.97";"A";"96.97";"A";"96.97";"A";"96.97";"A";"96.83";"A";"96.83";"A";"96.83";"A";"96.83";"A";"96.83";"A";"96.83";"A";"96.82";"A";"96.83";"A";"96.82";"A";"96.81";"A";"96.81";"A";"96.83";"A"
"2007-03";"97.13";"A";"97.13";"A";"97.14";"A";"97.14";"A";"97.14";"A";"97.14";"A";"97.13";"A";"97.13";"A";"97.12";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.0";"A";"96.99";"A";"96.99";"A";"96.99";"A";"96.99";"A";"97.0";"A";"96.99";"A";"96.99";"A";"96.98";"A";"96.98";"A";"96.98";"A";"96.99";"A"
"2007-04";"99.04";"A";"99.04";"A";"99.05";"A";"99.04";"A";"99.04";"A";"99.04";"A";"99.04";"A";"99.03";"A";"99.03";"A";"99.03";"A";"99.03";"A";"99.04";"A";"99.04";"A";"99.03";"A";"98.9";"A";"98.9";"A";"98.9";"A";"98.89";"A";"98.89";"A";"98.9";"A";"98.89";"A";"98.89";"A";"98.89";"A";"98.88";"A";"98.88";"A";"98.9";"A"
"2007-05";"98.27";"A";"98.27";"A";"98.28";"A";"98.28";"A";"98.28";"A";"98.28";"A";"98.28";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.14";"A";"98.14";"A";"98.14";"A";"98.13";"A";"98.13";"A";"98.14";"A";"98.13";"A";"98.13";"A";"98.13";"A";"98.12";"A";"98.12";"A";"98.14";"A"
"2007-06";"98.07";"A";"98.07";"A";"98.08";"A";"98.07";"A";"98.07";"A";"98.08";"A";"98.07";"A";"98.07";"A";"98.06";"A";"98.07";"A";"98.07";"A";"98.07";"A";"98.07";"A";"98.07";"A";"97.93";"A";"97.92";"A";"97.93";"A";"97.92";"A";"97.92";"A";"97.93";"A";"97.92";"A";"97.92";"A";"97.91";"A";"97.91";"A";"97.91";"A";"97.93";"A"
