"Libellé";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes"
"2017-01";"98.78";"A";"98.77";"A";"98.76";"A";"98.75";"A";"98.79";"A";"98.76";"A";"98.79";"A";"98.79";"A";"98.81";"A";"98.77";"A";"98.76";"A";"98.76";"A";"98.75";"A";"98.76";"A";"98.56";"A";"98.58";"A";"98.59";"A";"98.59";"A";"98.59";"A";"98.61";"A";"98.61";"A";"98.59";"A";"98.56";"A";"98.57";"A";"98.57";"A";"98.59";"A"
"2017-02";"99.3";"A";"99.29";"A";"99.31";"A";"99.3";"A";"99.32";"A";"99.31";"A";"99.3";"A";"99.3";"A";"99.29";"A";"99.29";"A";"99.3";"A";"99.3";"A";"99.3";"A";"99.29";"A";"99.11";"A";"99.1";"A";"99.09";"A";"99.09";"A";"99.09";"A";"99.08";"A";"99.08";"A";"99.07";"A";"99.08";"A";"99.07";"A";"99.1";"A";"99.04";"A"
"2017-03";"99.74";"A";"99.74";"A";"99.79";"A";"99.84";"A";"99.79";"A";"99.8";"A";"99.78";"A";"99.79";"A";"99.8";"A";"99.82";"A";"99.82";"A";"99.81";"A";"99.82";"A";"99.8";"A";"99.4";"A";"99.37";"A";"99.37";"A";"99.37";"A";"99.36";"A";"99.39";"A";"99.39";"A";"99.4";"A";"99.41";"A";"99.39";"A";"99.42";"A";"99.44";"A"
"2017-04";"98.78";"A";"98.79";"A";"98.83";"A";"98.8";"A";"98.82";"A";"98.8";"A";"98.79";"A";"98.77";"A";"98.75";"A";"98.74";"A";"98.75";"A";"98.76";"A";"98.76";"A";"98.76";"A";"98.62";"A";"98.6";"A";"98.58";"A";"98.58";"A";"98.58";"A";"98.52";"A";"98.5";"A";"98.5";"A";"98.51";"A";"98.5";"A";"98.5";"A";"98.49";"A"
"2017-05";"100.16";"A";"100.16";"A";"100.22";"A";"100.2";"A";"100.21";"A";"100.21";"A";"100.2";"A";"100.22";"A";"100.21";"A";"100.22";"A";"100.22";"A";"100.23";"A";"100.24";"A";"100.21";"A";"99.96";"A";"99.96";"A";"99.97";"A";"99.96";"A";"99.95";"A";"99.99";"A";"99.99";"A";"100.03";"A";"100.03";"A";"100.03";"A";"100.03";"A";"100.04";"A"
"2017-06";"98.6";"A";"98.61";"A";"98.59";"A";"98.62";"A";"98.59";"A";"98.58";"A";"98.57";"A";"98.58";"A";"98.56";"A";"98.57";"A";"98.58";"A";"98.59";"A";"98.61";"A";"98.62";"A";"98.36";"A";"98.35";"A";"98.37";"A";"98.38";"A";"98.37";"A";"98.35";"A";"98.35";"A";"98.35";"A";"98.38";"A";"98.38";"A";"98.37";"A";"98.42";"A"
"2017-07";"99.4";"A";"99.4";"A";"99.35";"A";"99.33";"A";"99.34";"A";"99.34";"A";"99.37";"A";"99.31";"A";"99.31";"A";"99.34";"A";"99.32";"A";"99.33";"A";"99.29";"A";"99.31";"A";"99.2";"A";"99.26";"A";"99.26";"A";"99.26";"A";"99.27";"A";"99.3";"A";"99.21";"A";"99.24";"A";"99.22";"A";"99.21";"A";"99.18";"A";"99.19";"A"
"2017-08";"100.44";"A";"100.44";"A";"100.41";"A";"100.39";"A";"100.41";"A";"100.43";"A";"100.42";"A";"100.41";"A";"100.38";"A";"100.4";"A";"100.39";"A";"100.39";"A";"100.39";"A";"100.38";"A";"100.14";"A";"100.14";"A";"100.13";"A";"100.14";"A";"100.13";"A";"100.16";"A";"100.18";"A";"100.17";"A";"100.17";"A";"100.16";"A";"100.16";"A";"100.18";"A"
"2017-09";"100.59";"A";"100.59";"A";"100.59";"A";"100.58";"A";"100.58";"A";"100.59";"A";"100.59";"A";"100.56";"A";"100.58";"A";"100.59";"A";"100.58";"A";"100.58";"A";"100.59";"A";"100.58";"A";"100.41";"A";"100.4";"A";"100.39";"A";"100.36";"A";"100.36";"A";"100.31";"A";"100.31";"A";"100.33";"A";"100.32";"A";"100.32";"A";"100.32";"A";"100.33";"A"
"2017-10";"99.38";"A";"99.38";"A";"99.36";"A";"99.35";"A";"99.35";"A";"99.37";"A";"99.36";"A";"99.37";"A";"99.38";"A";"99.38";"A";"99.37";"A";"99.37";"A";"99.36";"A";"99.36";"A";"99.12";"A";"99.15";"A";"99.14";"A";"99.14";"A";"99.14";"A";"99.11";"A";"99.17";"A";"99.15";"A";"99.14";"A";"99.15";"A";"99.16";"A";"99.17";"A"
"2017-11";"99.54";"A";"99.54";"A";"99.53";"A";"99.53";"A";"99.53";"A";"99.54";"A";"99.52";"A";"99.53";"A";"99.52";"A";"99.53";"A";"99.53";"A";"99.53";"A";"99.53";"A";"99.54";"A";"99.33";"A";"99.34";"A";"99.34";"A";"99.37";"A";"99.37";"A";"99.41";"A";"99.4";"A";"99.4";"A";"99.41";"A";"99.42";"A";"99.41";"A";"99.46";"A"
"2017-12";"99.75";"A";"99.75";"A";"99.8";"A";"99.81";"A";"99.79";"A";"99.8";"A";"99.77";"A";"99.78";"A";"99.78";"A";"99.77";"A";"99.79";"A";"99.78";"A";"99.79";"A";"99.81";"A";"99.66";"A";"99.62";"A";"99.61";"A";"99.6";"A";"99.59";"A";"99.53";"A";"99.51";"A";"99.5";"A";"99.51";"A";"99.51";"A";"99.5";"A";"99.47";"A"
"2018-01";"99.55";"A";"99.54";"A";"99.61";"A";"99.63";"A";"99.65";"A";"99.6";"A";"99.62";"A";"99.64";"A";"99.63";"A";"99.59";"A";"99.59";"A";"99.6";"A";"99.6";"A";"99.62";"A";"99.47";"A";"99.46";"A";"99.45";"A";"99.44";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.45";"A";"99.41";"A";"99.41";"A";"99.41";"A";"99.41";"A"
"2018-02";"99.25";"A";"99.24";"A";"99.29";"A";"99.27";"A";"99.28";"A";"99.28";"A";"99.27";"A";"99.27";"A";"99.27";"A";"99.26";"A";"99.27";"A";"99.28";"A";"99.28";"A";"99.26";"A";"99.1";"A";"99.1";"A";"99.09";"A";"99.1";"A";"99.09";"A";"99.08";"A";"99.09";"A";"99.08";"A";"99.08";"A";"99.07";"A";"99.1";"A";"99.05";"A"
"2018-03";"100.88";"A";"100.89";"A";"100.87";"A";"100.89";"A";"100.86";"A";"100.87";"A";"100.85";"A";"100.83";"A";"100.83";"A";"100.85";"A";"100.85";"A";"100.84";"A";"100.83";"A";"100.83";"A";"100.53";"A";"100.53";"A";"100.51";"A";"100.52";"A";"100.5";"A";"100.5";"A";"100.49";"A";"100.49";"A";"100.52";"A";"100.5";"A";"100.53";"A";"100.58";"A"
"2018-04";"100.53";"A";"100.52";"A";"100.53";"A";"100.52";"A";"100.52";"A";"100.51";"A";"100.51";"A";"100.5";"A";"100.51";"A";"100.5";"A";"100.51";"A";"100.51";"A";"100.51";"A";"100.51";"A";"100.37";"A";"100.36";"A";"100.36";"A";"100.36";"A";"100.37";"A";"100.37";"A";"100.35";"A";"100.34";"A";"100.36";"A";"100.34";"A";"100.34";"A";"100.34";"A"
"2018-05";"99.97";"A";"99.96";"A";"100.01";"A";"99.99";"A";"99.98";"A";"99.99";"A";"99.96";"A";"99.94";"A";"99.95";"A";"99.99";"A";"99.98";"A";"99.98";"A";"99.98";"A";"99.96";"A";"100.0";"A";"99.97";"A";"99.97";"A";"99.96";"A";"99.97";"A";"99.97";"A";"99.94";"A";"99.96";"A";"99.99";"A";"100.0";"A";"100.0";"A";"100.03";"A"
"2018-06";"99.21";"A";"99.22";"A";"99.15";"A";"99.15";"A";"99.16";"A";"99.15";"A";"99.15";"A";"99.15";"A";"99.17";"A";"99.18";"A";"99.18";"A";"99.18";"A";"99.19";"A";"99.19";"A";"98.93";"A";"98.92";"A";"98.93";"A";"98.93";"A";"98.91";"A";"98.91";"A";"98.89";"A";"98.93";"A";"98.9";"A";"98.9";"A";"98.92";"A";"98.91";"A"
"2018-07";"98.96";"A";"98.96";"A";"98.87";"A";"98.91";"A";"98.87";"A";"98.87";"A";"98.91";"A";"98.93";"A";"98.91";"A";"98.94";"A";"98.92";"A";"98.93";"A";"98.93";"A";"98.94";"A";"98.74";"A";"98.79";"A";"98.82";"A";"98.82";"A";"98.84";"A";"98.92";"A";"98.87";"A";"98.89";"A";"98.89";"A";"98.9";"A";"98.87";"A";"98.88";"A"
"2018-08";"99.48";"A";"99.47";"A";"99.44";"A";"99.44";"A";"99.43";"A";"99.45";"A";"99.45";"A";"99.43";"A";"99.41";"A";"99.42";"A";"99.42";"A";"99.43";"A";"99.43";"A";"99.42";"A";"99.32";"A";"99.33";"A";"99.33";"A";"99.34";"A";"99.31";"A";"99.33";"A";"99.34";"A";"99.34";"A";"99.37";"A";"99.37";"A";"99.37";"A";"99.4";"A"
"2018-09";"99.07";"A";"99.07";"A";"99.05";"A";"99.03";"A";"99.04";"A";"99.05";"A";"99.04";"A";"98.99";"A";"99.01";"A";"99.01";"A";"99.0";"A";"99.0";"A";"98.99";"A";"98.99";"A";"98.66";"A";"98.67";"A";"98.66";"A";"98.63";"A";"98.65";"A";"98.61";"A";"98.59";"A";"98.59";"A";"98.58";"A";"98.57";"A";"98.56";"A";"98.59";"A"
"2018-10";"99.64";"A";"99.64";"A";"99.63";"A";"99.61";"A";"99.64";"A";"99.66";"A";"99.64";"A";"99.66";"A";"99.68";"A";"99.66";"A";"99.66";"A";"99.66";"A";"99.65";"A";"99.64";"A";"99.4";"A";"99.39";"A";"99.38";"A";"99.4";"A";"99.38";"A";"99.36";"A";"99.45";"A";"99.44";"A";"99.42";"A";"99.41";"A";"99.44";"A";"99.42";"A"
"2018-11";"98.69";"A";"98.69";"A";"98.75";"A";"98.76";"A";"98.75";"A";"98.77";"A";"98.77";"A";"98.78";"A";"98.79";"A";"98.8";"A";"98.8";"A";"98.8";"A";"98.81";"A";"98.8";"A";"98.49";"A";"98.47";"A";"98.47";"A";"98.48";"A";"98.46";"A";"98.47";"A";"98.47";"A";"98.47";"A";"98.45";"A";"98.46";"A";"98.46";"A";"98.46";"A"
"2018-12";"100.49";"A";"100.49";"A";"100.51";"A";"100.46";"A";"100.49";"A";"100.52";"A";"100.49";"A";"100.45";"A";"100.51";"A";"100.5";"A";"100.5";"A";"100.48";"A";"100.45";"A";"100.46";"A";"100.28";"A";"100.26";"A";"100.27";"A";"100.25";"A";"100.26";"A";"100.25";"A";"100.2";"A";"100.18";"A";"100.17";"A";"100.16";"A";"100.16";"A";"100.12";"A"
"2019-01";"100.7";"A";"100.7";"A";"100.77";"A";"100.81";"A";"100.82";"A";"100.74";"A";"100.76";"A";"100.79";"A";"100.75";"A";"100.72";"A";"100.72";"A";"100.72";"A";"100.73";"A";"100.76";"A";"100.55";"A";"100.53";"A";"100.52";"A";"100.51";"A";"100.57";"A";"100.56";"A";"100.54";"A";"100.54";"A";"100.51";"A";"100.5";"A";"100.5";"A";"100.52";"A"
"2019-02";"99.72";"A";"99.71";"A";"99.77";"A";"99.75";"A";"99.76";"A";"99.76";"A";"99.76";"A";"99.75";"A";"99.75";"A";"99.75";"A";"99.76";"A";"99.77";"A";"99.76";"A";"99.74";"A";"99.6";"A";"99.6";"A";"99.6";"A";"99.61";"A";"99.6";"A";"99.6";"A";"99.6";"A";"99.59";"A";"99.59";"A";"99.58";"A";"99.6";"A";"99.57";"A"
"2019-03";"98.89";"A";"98.89";"A";"98.89";"A";"98.93";"A";"98.88";"A";"98.89";"A";"98.88";"A";"98.86";"A";"98.88";"A";"98.89";"A";"98.89";"A";"98.87";"A";"98.87";"A";"98.87";"A";"98.68";"A";"98.68";"A";"98.66";"A";"98.64";"A";"98.64";"A";"98.62";"A";"98.59";"A";"98.58";"A";"98.58";"A";"98.56";"A";"98.59";"A";"98.61";"A"
"2019-04";"100.71";"A";"100.71";"A";"100.69";"A";"100.67";"A";"100.69";"A";"100.68";"A";"100.68";"A";"100.69";"A";"100.69";"A";"100.69";"A";"100.69";"A";"100.7";"A";"100.7";"A";"100.71";"A";"100.49";"A";"100.5";"A";"100.51";"A";"100.51";"A";"100.5";"A";"100.53";"A";"100.53";"A";"100.53";"A";"100.53";"A";"100.52";"A";"100.52";"A";"100.53";"A"
"2019-05";"99.85";"A";"99.86";"A";"99.87";"A";"99.85";"A";"99.84";"A";"99.84";"A";"99.84";"A";"99.84";"A";"99.84";"A";"99.88";"A";"99.87";"A";"99.87";"A";"99.87";"A";"99.87";"A";"99.84";"A";"99.86";"A";"99.88";"A";"99.88";"A";"99.87";"A";"99.87";"A";"99.87";"A";"99.89";"A";"99.99";"A";"100.02";"A";"100.03";"A";"100.09";"A"
"2019-06";"99.36";"A";"99.38";"A";"99.31";"A";"99.31";"A";"99.3";"A";"99.29";"A";"99.27";"A";"99.26";"A";"99.25";"A";"99.27";"A";"99.27";"A";"99.27";"A";"99.27";"A";"99.26";"A";"99.11";"A";"99.12";"A";"99.1";"A";"99.09";"A";"99.08";"A";"99.06";"A";"99.0";"A";"99.04";"A";"99.03";"A";"99.03";"A";"99.01";"A";"99.03";"A"
"2019-07";"98.18";"A";"98.18";"A";"98.13";"A";"98.13";"A";"98.15";"A";"98.15";"A";"98.2";"A";"98.21";"A";"98.2";"A";"98.22";"A";"98.21";"A";"98.21";"A";"98.21";"A";"98.21";"A";"98.02";"A";"98.02";"A";"98.06";"A";"98.05";"A";"98.03";"A";"98.14";"A";"98.11";"A";"98.15";"A";"98.1";"A";"98.11";"A";"98.09";"A";"98.06";"A"
"2019-08";"98.51";"A";"98.51";"A";"98.46";"A";"98.46";"A";"98.46";"A";"98.47";"A";"98.47";"A";"98.43";"A";"98.43";"A";"98.44";"A";"98.45";"A";"98.46";"A";"98.45";"A";"98.43";"A";"98.4";"A";"98.41";"A";"98.4";"A";"98.37";"A";"98.33";"A";"98.32";"A";"98.32";"A";"98.32";"A";"98.34";"A";"98.33";"A";"98.33";"A";"98.32";"A"
"2019-09";"101.07";"A";"101.05";"A";"101.05";"A";"101.03";"A";"101.04";"A";"101.05";"A";"101.05";"A";"101.02";"A";"101.06";"A";"101.05";"A";"101.05";"A";"101.04";"A";"101.03";"A";"101.02";"A";"100.69";"A";"100.73";"A";"100.74";"A";"100.7";"A";"100.75";"A";"100.73";"A";"100.73";"A";"100.73";"A";"100.71";"A";"100.71";"A";"100.7";"A";"100.74";"A"
"2019-10";"100.42";"A";"100.43";"A";"100.43";"A";"100.4";"A";"100.42";"A";"100.45";"A";"100.43";"A";"100.44";"A";"100.42";"A";"100.39";"A";"100.38";"A";"100.41";"A";"100.4";"A";"100.4";"A";"100.09";"A";"100.07";"A";"100.05";"A";"100.13";"A";"100.1";"A";"100.04";"A";"100.15";"A";"100.13";"A";"100.15";"A";"100.13";"A";"100.17";"A";"100.17";"A"
"2019-11";"99.93";"A";"99.94";"A";"100.01";"A";"99.99";"A";"99.99";"A";"100.01";"A";"100.0";"A";"99.97";"A";"99.96";"A";"99.97";"A";"99.97";"A";"99.96";"A";"99.97";"A";"99.96";"A";"99.72";"A";"99.7";"A";"99.66";"A";"99.67";"A";"99.64";"A";"99.6";"A";"99.59";"A";"99.55";"A";"99.53";"A";"99.53";"A";"99.52";"A";"99.52";"A"
"2019-12";"99.86";"A";"99.87";"A";"99.78";"A";"99.74";"A";"99.76";"A";"99.79";"A";"99.78";"A";"99.77";"A";"99.78";"A";"99.76";"A";"99.76";"A";"99.75";"A";"99.73";"A";"99.76";"A";"99.61";"A";"99.66";"A";"99.68";"A";"99.68";"A";"99.68";"A";"99.7";"A";"99.67";"A";"99.66";"A";"99.68";"A";"99.68";"A";"99.66";"A";"99.66";"A"
"2020-01";"99.73";"A";"99.73";"A";"99.72";"A";"99.8";"A";"99.77";"A";"99.66";"A";"99.69";"A";"99.75";"A";"99.68";"A";"99.66";"A";"99.67";"A";"99.65";"A";"99.68";"A";"99.73";"A";"99.45";"A";"99.45";"A";"99.43";"A";"99.42";"A";"99.5";"A";"99.43";"A";"99.42";"A";"99.43";"A";"99.43";"A";"99.42";"A";"99.42";"A";"99.46";"A"
"2020-02";"101.73";"A";"101.74";"A";"101.76";"A";"101.73";"A";"101.75";"A";"101.75";"A";"101.75";"A";"101.72";"A";"101.72";"A";"101.72";"A";"101.72";"A";"101.72";"A";"101.69";"A";"101.69";"A";"101.13";"A";"101.12";"A";"101.11";"A";"101.12";"A";"101.09";"A";"101.1";"A";"101.07";"A";"101.08";"A";"101.03";"A";"101.01";"A";"100.94";"A";"101.21";"A"
"2020-03";"99.54";"A";"99.55";"A";"99.58";"A";"99.59";"A";"99.58";"A";"99.59";"A";"99.59";"A";"99.58";"A";"99.6";"A";"99.6";"A";"99.6";"A";"99.58";"A";"99.57";"A";"99.57";"A";"99.06";"A";"99.1";"A";"99.09";"A";"99.1";"A";"99.1";"A";"99.16";"A";"99.12";"A";"99.12";"A";"99.11";"A";"99.09";"A";"99.11";"A";"99.14";"A"
"2020-04";"96.46";"A";"96.46";"A";"96.48";"A";"96.45";"A";"96.46";"A";"96.47";"A";"96.45";"A";"96.45";"A";"96.45";"A";"96.46";"A";"96.46";"A";"96.49";"A";"96.49";"A";"96.49";"A";"96.0";"A";"95.98";"A";"95.98";"A";"95.99";"A";"95.98";"A";"96.02";"A";"96.01";"A";"96.0";"A";"95.99";"A";"96.0";"A";"95.99";"A";"96.02";"A"
"2020-05";"96.95";"A";"96.96";"A";"97.02";"A";"96.97";"A";"96.99";"A";"97.0";"A";"96.99";"A";"96.94";"A";"96.96";"A";"97.02";"A";"96.98";"A";"96.99";"A";"96.96";"A";"96.96";"A";"96.68";"A";"96.67";"A";"96.66";"A";"96.64";"A";"96.64";"A";"96.65";"A";"96.6";"A";"96.6";"A";"96.66";"A";"96.68";"A";"96.7";"A";"96.71";"A"
"2020-06";"99.24";"A";"99.25";"A";"99.2";"A";"99.2";"A";"99.21";"A";"99.19";"A";"99.19";"A";"99.22";"A";"99.22";"A";"99.27";"A";"99.27";"A";"99.26";"A";"99.26";"A";"99.23";"A";"99.44";"A";"99.45";"A";"99.47";"A";"99.48";"A";"99.45";"A";"99.53";"A";"99.49";"A";"99.55";"A";"99.54";"A";"99.54";"A";"99.53";"A";"99.55";"A"
"2020-07";"99.22";"A";"99.22";"A";"99.28";"A";"99.31";"A";"99.28";"A";"99.28";"A";"99.29";"A";"99.29";"A";"99.27";"A";"99.31";"A";"99.3";"A";"99.3";"A";"99.31";"A";"99.32";"A";"99.49";"A";"99.44";"A";"99.47";"A";"99.44";"A";"99.44";"A";"99.48";"A";"99.46";"A";"99.48";"A";"99.48";"A";"99.51";"A";"99.48";"A";"99.47";"A"
"2020-08";"98.39";"A";"98.38";"A";"98.28";"A";"98.27";"A";"98.27";"A";"98.28";"A";"98.28";"A";"98.23";"A";"98.25";"A";"98.27";"A";"98.26";"A";"98.27";"A";"98.25";"A";"98.24";"A";"98.26";"A";"98.32";"A";"98.32";"A";"98.29";"A";"98.27";"A";"98.29";"A";"98.29";"A";"98.28";"A";"98.3";"A";"98.3";"A";"98.29";"A";"98.28";"A"
"2020-09";"99.75";"A";"99.74";"A";"99.73";"A";"99.73";"A";"99.74";"A";"99.75";"A";"99.74";"A";"99.73";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.73";"A";"99.74";"A";"99.73";"A";"99.37";"A";"99.39";"A";"99.41";"A";"99.36";"A";"99.41";"A";"99.37";"A";"99.41";"A";"99.42";"A";"99.39";"A";"99.37";"A";"99.36";"A";"99.38";"A"
"2020-10";"98.65";"A";"98.66";"A";"98.59";"A";"98.56";"A";"98.57";"A";"98.6";"A";"98.59";"A";"98.58";"A";"98.59";"A";"98.49";"A";"98.49";"A";"98.53";"A";"98.53";"A";"98.54";"A";"98.38";"A";"98.34";"A";"98.33";"A";"98.41";"A";"98.39";"A";"98.28";"A";"98.36";"A";"98.32";"A";"98.36";"A";"98.33";"A";"98.39";"A";"98.37";"A"
"2020-11";"98.86";"A";"98.86";"A";"98.8";"A";"98.77";"A";"98.77";"A";"98.79";"A";"98.8";"A";"98.79";"A";"98.81";"A";"98.79";"A";"98.79";"A";"98.76";"A";"98.75";"A";"98.75";"A";"98.58";"A";"98.59";"A";"98.55";"A";"98.59";"A";"98.56";"A";"98.56";"A";"98.57";"A";"98.51";"A";"98.5";"A";"98.51";"A";"98.5";"A";"98.52";"A"
"2020-12";"97.91";"A";"97.92";"A";"97.86";"A";"97.79";"A";"97.84";"A";"97.88";"A";"97.85";"A";"97.84";"A";"97.82";"A";"97.8";"A";"97.79";"A";"97.79";"A";"97.78";"A";"97.8";"A";"97.79";"A";"97.8";"A";"97.81";"A";"97.82";"A";"97.81";"A";"97.86";"A";"97.86";"A";"97.86";"A";"97.84";"A";"97.82";"A";"97.79";"A";"97.75";"A"
"2021-01";"100.72";"A";"100.73";"A";"100.6";"A";"100.65";"A";"100.64";"A";"100.53";"A";"100.56";"A";"100.58";"A";"100.51";"A";"100.52";"A";"100.53";"A";"100.49";"A";"100.52";"A";"100.57";"A";"100.45";"A";"100.49";"A";"100.44";"A";"100.41";"A";"100.5";"A";"100.39";"A";"100.33";"A";"100.35";"A";"100.31";"A";"100.29";"A";"100.28";"A";"100.29";"A"
"2021-02";"98.39";"A";"98.38";"A";"98.23";"A";"98.23";"A";"98.23";"A";"98.24";"A";"98.24";"A";"98.24";"A";"98.25";"A";"98.25";"A";"98.27";"A";"98.25";"A";"98.23";"A";"98.21";"A";"98.29";"A";"98.3";"A";"98.29";"A";"98.33";"A";"98.3";"A";"98.33";"A";"98.31";"A";"98.33";"A";"98.29";"A";"98.27";"A";"98.29";"A";"98.32";"A"
"2021-03";"100.18";"A";"100.18";"A";"100.08";"A";"100.09";"A";"100.1";"A";"100.11";"A";"100.12";"A";"100.13";"A";"100.16";"A";"100.18";"A";"100.18";"A";"100.15";"A";"100.15";"A";"100.13";"A";"100.13";"A";"100.15";"A";"100.16";"A";"100.17";"A";"100.16";"A";"100.25";"A";"100.22";"A";"100.24";"A";"100.18";"A";"100.14";"A";"100.21";"A";"100.22";"A"
"2021-04";"99.01";"A";"99.01";"A";"98.83";"A";"98.82";"A";"98.8";"A";"98.81";"A";"98.79";"A";"98.81";"A";"98.81";"A";"98.83";"A";"98.83";"A";"98.88";"A";"98.89";"A";"98.9";"A";"98.99";"A";"98.99";"A";"99.0";"A";"99.01";"A";"99.0";"A";"99.02";"A";"99.01";"A";"99.0";"A";"99.01";"A";"99.07";"A";"99.04";"A";"99.11";"A"
"2021-05";"98.26";"A";"98.25";"A";"98.22";"A";"98.21";"A";"98.18";"A";"98.19";"A";"98.17";"A";"98.18";"A";"98.22";"A";"98.28";"A";"98.24";"A";"98.26";"A";"98.23";"A";"98.24";"A";"98.76";"A";"98.75";"A";"98.76";"A";"98.73";"A";"98.77";"A";"98.81";"A";"98.75";"A";"98.73";"A";"98.87";"A";"98.93";"A";"98.93";"A";"98.96";"A"
"2021-06";"99.26";"A";"99.26";"A";"99.21";"A";"99.22";"A";"99.24";"A";"99.23";"A";"99.22";"A";"99.29";"A";"99.3";"A";"99.38";"A";"99.39";"A";"99.37";"A";"99.38";"A";"99.3";"A";"99.49";"A";"99.43";"A";"99.48";"A";"99.49";"A";"99.45";"A";"99.6";"A";"99.52";"A";"99.58";"A";"99.56";"A";"99.55";"A";"99.54";"A";"99.53";"A"
"2021-07";"100.62";"A";"100.64";"A";"100.73";"A";"100.73";"A";"100.72";"A";"100.71";"A";"100.72";"A";"100.68";"A";"100.62";"A";"100.66";"A";"100.66";"A";"100.67";"A";"100.67";"A";"100.7";"A";"100.85";"A";"100.86";"A";"100.88";"A";"100.84";"A";"100.8";"A";"100.84";"A";"100.89";"A";"100.93";"A";"100.97";"A";"101.02";"A";"100.98";"A";"101.03";"A"
"2021-08";"99.92";"A";"99.92";"A";"100.06";"A";"100.06";"A";"100.07";"A";"100.07";"A";"100.08";"A";"100.02";"A";"100.01";"A";"100.05";"A";"100.05";"A";"100.07";"A";"100.05";"A";"100.05";"A";"99.97";"A";"100.05";"A";"100.08";"A";"100.03";"A";"99.96";"A";"99.98";"A";"100.03";"A";"100.03";"A";"100.05";"A";"100.04";"A";"100.03";"A";"100.02";"A"
"2021-09";"99.76";"A";"99.76";"A";"99.94";"A";"99.93";"A";"99.94";"A";"99.95";"A";"99.94";"A";"99.9";"A";"99.91";"A";"99.94";"A";"99.94";"A";"99.93";"A";"99.93";"A";"99.94";"A";"99.91";"A";"99.9";"A";"99.93";"A";"99.88";"A";"99.96";"A";"99.84";"A";"99.89";"A";"99.91";"A";"99.89";"A";"99.86";"A";"99.85";"A";"99.87";"A"
